collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate
86902,col,,-176.958893,51.724445,Adak Island strait,,Adakh,1,Holocene,,0.0117,0,12161,US,Alaska,,estimated from map,seconds,,strait west of Adak Island,gp_mid,-176.96,51.72,416
86903,col,,70.22361,66.505554,Ob River mouth,,,1,Holocene,,0.0117,0,12161,RU,Siberia,,estimated from map,seconds,,,gp_mid,70.22,66.51,401
86904,col,,-3.340556,59.056946,Kariston,,,1,Holocene,,0.0117,0,12161,UK,Scotland,Orkney Islands,estimated from map,seconds,,"The actual location of Kairston is unclear. One reference places it on the ""West End of Mainland"" (Pomona).",gp_mid,-3.34,59.06,303
86905,col,,174.203339,-39.584442,Ohawe Beach,,,1,Holocene,,0.0117,0,12161,NZ,North Island,Taranaki,estimated from map,seconds,,,gp_mid,174.2,-39.58,806
86906,col,,166.434174,55.03278,Stare Gavan,,Bering Island,2,Holocene,,0.0117,0,12161,RU,,,estimated from map,seconds,,The precise location is unclear. Coordinates are for the east coast of Bering Island.,gp_mid,166.43,55.03,416
86907,col,,172.96666,-43.80611,Akaroa,,,1,Holocene,,0.0117,0,12161,NZ,South Island,,estimated from map,seconds,,,gp_mid,172.97,-43.81,807
86911,col,,-3.166667,57.650002,Brodie House,,"Moray, Elginshire",1,Holocene,,0.0117,0,12161,UK,Scotland,Moray,estimated from map,minutes,,,gp_mid,-3.17,57.65,313
86912,col,,-76.672218,34.700558,Beaufort Harbor,,Bird Island Shoal,1,Holocene,,0.0117,0,12161,US,North Carolina,Beaufort,estimated from map,seconds,,,gp_mid,-76.67,34.7,109
86913,col,,174.079727,-35.266109,Waitangi Beach,,,1,Holocene,,0.0117,0,12161,NZ,Chatham Islands,,estimated from map,seconds,,,gp_mid,174.08,-35.27,806
86914,col,,174.838333,-41.105831,Titai Bay,,Titahi Bay,1,Holocene,,0.0117,0,12161,NZ,North Island,,estimated from map,seconds,,Cook Strait,gp_mid,174.84,-41.11,806
86915,col,,172.703613,-43.26889,Saltwater Creek,,,1,Holocene,,0.0117,0,12161,NZ,South Island,,estimated from map,seconds,,,gp_mid,172.7,-43.27,807
86916,col,,139.383331,35.116669,Oiso Beach,,Sagami Bay,1,Holocene,,0.0117,0,12161,JP,Honshu,,estimated from map,minutes,,,gp_mid,139.38,35.12,610
86918,col,,-117.265556,32.964443,Del Mar,,Delmar,1,Holocene,,0.0117,0,12161,US,California,San Diego,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
86919,col,,170.327225,-45.948612,Brighton Beach,,,1,Holocene,,0.0117,0,12161,NZ,South Island,Canterbury,estimated from map,seconds,,,gp_mid,170.33,-45.95,807
86920,col,,-117.25528,32.861389,La Jolla,,,1,Holocene,,0.0117,0,12161,US,California,San Diego,estimated from map,seconds,,,gp_mid,,,coordinates not computable using this model
86922,col,,116.625832,-20.588612,Lewis Island,,West Lewis Island,1,Holocene,,0.0117,0,12161,AU,Western Australia,,estimated from map,seconds,,,gp_mid,116.63,-20.59,801
86923,col,,0.674722,51.73111,Maldon,,,1,Holocene,,0.0117,0,12161,UK,England,Essex,estimated from map,seconds,,,gp_mid,0.67,51.73,315
86924,col,,-1.614167,49.638611,Cherbourg,,,1,Holocene,,0.0117,0,12161,FR,,,estimated from map,seconds,,,gp_mid,-1.61,49.64,305
86925,col,,97.268333,16.643057,Thaybyoo Choung,,,1,Holocene,,0.0117,0,12161,MM,,,estimated from map,seconds,,"Gulf of Martaban, between Sittang and Beeling Rivers, Burma",gp_mid,97.27,16.64,616
86926,col,,10.956667,54.151112,Gromitz,,,1,Holocene,,0.0117,0,12161,DE,,,estimated from map,seconds,,"coast of Holstein near Gromitz, Schleswig-Holstein",gp_mid,10.96,54.15,315
86927,col,,-3.165556,56.065277,Firth of Forth,,,1,Holocene,,0.0117,0,12161,UK,Scotland,,estimated from map,seconds,,,gp_mid,-3.17,56.07,313
86928,col,,25.781668,71.169441,North Cape,,Nordkapp,1,Holocene,,0.0117,0,12161,NO,,,estimated from map,seconds,,,gp_mid,25.78,71.17,302
87147,col,,13.820278,55.429443,Ystad,,,1,Holocene,,0.0117,0,29339,SE,,,estimated from map,seconds,,near Ystad,gp_mid,13.82,55.43,302
87790,col,,170.935837,-45.142223,"Awamoa Creek, Holocene",,J41/f138,4,Holocene,,0.0117,0,29521,NZ,North Otago,,stated in text,seconds,,,gp_mid,170.94,-45.14,807
87791,col,,170.997223,-45.052223,Russell Road,,J41/522709,2,Holocene,,0.0117,0,29521,NZ,South Island,Otago,estimated from map,seconds,small collection,"Oamaru, in hillside cutting",gp_mid,171,-45.05,807
87792,col,,170.960281,-45.128056,Oamaru Gull Site,,,1,Holocene,,0.0117,0,29521,NZ,South Island,Oamaru,stated in text,seconds,,j41/495624,gp_mid,170.96,-45.13,807
87803,col,,170.968063,-45.12611, South of Ruby Gully,,,1,Holocene,,0.0117,0,29521,NZ,South Island,Omaru,estimated from map,seconds,,,gp_mid,170.97,-45.13,807
87900,col,Opoitian Sandstones,177.09639,-39.640835,Cape Kidnappers,,,1,Holocene,,0.0117,0,29545,NZ,North Island,,estimated from map,seconds,,a spot a little beyond the Black Reef on the way to Cape Kidnappers,gp_mid,177.1,-39.64,806
87936,col,,171.219162,-42.38139,Nine Mile Bluff,,,1,Holocene,,0.0117,0,29570,NZ,South Island,,estimated from map,seconds,,bluff north of Greymouth,gp_mid,171.22,-42.38,806
90093,col,,-17,71.283333,"East Greenland Coast, Patch A",,,1,Holocene,,0.0117,0,30220,GL,,,stated in text,minutes,local area,,gp_mid,,,coordinates not computable using this model
90095,col,,-17.5,71.51667,"East Greenland Coast, Patch B",,,1,Holocene,,0.0117,0,30220,GL,,,stated in text,minutes,local area,,gp_mid,,,coordinates not computable using this model
90096,col,,-15.916667,71.783333,"East Greenland Coast, Patch C",,,1,Holocene,,0.0117,0,30220,GL,,,stated in text,minutes,local area,,gp_mid,,,coordinates not computable using this model
90097,col,,-170.384171,63.453888,Lawrence Island,,,4,Holocene,,0.0117,0,30222,US,Alaska,,estimated from map,seconds,local area,,gp_mid,-170.38,63.45,485
90098,col,,-172.683334,60.389999,Matthew Island,,,2,Holocene,,0.0117,0,30222,US,Alaska,,estimated from map,seconds,,,gp_mid,-172.68,60.39,485
90099,col,,78.599998,-68.333336,Prydz Bay,,,1,Holocene,,0.0117,0,30224,AA,,,stated in text,minutes,,,gp_mid,78.6,-68.33,802
90100,col,,-70.656998,42.601799,Gloucester inner harbor,,,1,Holocene,,0.0117,0,30225,US,Massachusetts,,stated in text,4,hand sample,,gp_mid,-70.66,42.6,108
90101,col,,12.416389,58.528057,Uddevall,,,1,Holocene,,0.0117,0,30226,SE,,,estimated from map,seconds,local area,,gp_mid,12.42,58.53,302
90102,col,,11.93,57.755833,Tuve,,,1,Holocene,,0.0117,0,30226,SE,Goteborg,,estimated from map,seconds,local area,,gp_mid,11.93,57.76,302
90103,col,,11.909167,57.652222,Vasta Frolunda,,,1,Holocene,,0.0117,0,30226,SE,,,estimated from map,seconds,local area,,gp_mid,11.91,57.65,302
90104,col,,13.447222,54.473331,Ralswiek,,,1,Holocene,,0.0117,0,30226,DE,,,estimated from map,seconds,local area,,gp_mid,13.45,54.47,315
90105,col,,21.362223,62.483334,Narpio,,,1,Holocene,,0.0117,0,30226,FI,,,estimated from map,seconds,,,gp_mid,21.36,62.48,302
90106,col,,24.438334,60.124168,Kirkkonummi,,,1,Holocene,,0.0117,0,30226,FI,,,estimated from map,seconds,,,gp_mid,24.44,60.12,302
90107,col,,22.911112,62.829445,Nurmo,,,1,Holocene,,0.0117,0,30226,FI,,,estimated from map,seconds,local area,,gp_mid,22.91,62.83,302
90108,col,,22.517221,62.923058,Ylistaro,,,1,Holocene,,0.0117,0,30226,FI,,,estimated from map,seconds,local area,,gp_mid,22.52,62.92,302
90109,col,,22.698055,63.541389,Kovjoki,,,1,Holocene,,0.0117,0,30226,FI,,,estimated from map,seconds,local area,,gp_mid,22.7,63.54,302
90110,col,,25.994167,64.80806,Muhos,,,1,Holocene,,0.0117,0,30226,FI,,,estimated from map,seconds,local area,,gp_mid,25.99,64.81,302
90111,col,,11,-70.75,Princess Astrid Coast,,,14,Holocene,,0.0117,0,30226,AA,,,estimated from map,seconds,,,gp_mid,11,-70.75,802
90112,col,,-16.5,32.5,Desertas Grande,,,1,Holocene,,0.0117,0,30227,PT,,,estimated from map,minutes,local area,,gp_mid,,,coordinates not computable using this model
90113,col,,-16.959444,32.760834,Madeira,,,1,Holocene,,0.0117,0,30227,PT,,,estimated from map,seconds,local area,,gp_mid,,,coordinates not computable using this model
90114,col,,-10,-71,Queen Maud Land pack ice,,,1,Holocene,,0.0117,0,30228,AA,,,stated in text,minutes,,,gp_mid,-10,-71,802
90115,col,,-46.033333,60.716667,Qaqortoq,,,1,Holocene,,0.0117,0,30228,GL,,,estimated from map,seconds,,,gp_mid,-46.03,60.72,102
90116,col,,-170.290283,57.189167,St. Paul Island,,,2,Holocene,,0.0117,0,30229,US,Alaska,,estimated from map,seconds,local area,,gp_mid,-170.29,57.19,123
90117,col,,-149.566666,59.599998,Chiswell Island,,,1,Holocene,,0.0117,0,30230,US,Alaska,,stated in text,minutes,,,gp_mid,-149.57,59.6,126
90118,col,,-49.716667,-29.333332,Torres,,,1,Holocene,,0.0117,0,30231,BR,,,stated in text,minutes,,,gp_mid,-49.72,-29.33,201
90122,col,,113.808609,-28.622223,Albrolhos Islands,,,1,Holocene,,0.0117,0,30234,AU,Western Australia,,estimated from map,seconds,,,gp_mid,113.81,-28.62,801
90123,col,,118.662224,-34.700832,Haul Off Rock,,,1,Holocene,,0.0117,0,30234,AU,Western Australia,,,seconds,,,gp_mid,118.66,-34.7,801
90124,col,,124.161392,-33.763332,Spindle Island,,,1,Holocene,,0.0117,0,30234,AU,Western Australia,,estimated from map,seconds,local area,,gp_mid,124.16,-33.76,801
90125,col,,136.212219,-34.815277,Dangerous Reef,,,1,Holocene,,0.0117,0,30234,AU,South Australia,,estimated from map,seconds,local area,,gp_mid,136.21,-34.82,801
90127,col,,137.214172,-35.775276,Kangaroo Island,,,2,Holocene,,0.0117,0,30234,AU,South Australia,,estimated from map,seconds,,,gp_mid,137.21,-35.78,801
90167,col,,-117.400002,70.591667,OdPp-2,,,1,Holocene,,0.0117,0,30249,CA,Nunavut,,stated in text,seconds,outcrop,,gp_mid,-117.4,70.59,101
90684,col,,64.716698,32.319199,Paynter's Hills Caves,,,3,Holocene,,0.0117,0,30514,BM,,,,4,,,gp_mid,64.72,32.32,506
92522,col,,-88.687775,30.247778,"USGS Horn Island test hole, 26.3 ft (unit 3)",,,20,Holocene,,0.0117,0,31190,US,Mississippi,,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Located near the center of the Horn Island, near the National Park ranger station, Horn Island W 7.5 min. quadrangle, Mississippi Sound, Mississippi. LAT/LONG: estimated for Horn Island, Mississippi.",gp_mid,-88.69,30.25,109
92523,col,,-88.687775,30.247778,"USGS Horn Island test hole, 40.8 ft (unit 3)",,,17,Holocene,,0.0117,0,31190,US,Mississippi,,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Located near the center of the Horn Island, near the National Park ranger station, Horn Island W 7.5 min. quadrangle, Mississippi Sound, Mississippi. LAT/LONG: estimated for Horn Island, Mississippi.",gp_mid,-88.69,30.25,109
92524,col,,-88.687775,30.247778,"USGS Horn Island test hole, 52.3 ft (unit 3)",,,17,Holocene,,0.0117,0,31190,US,Mississippi,,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Located near the center of the Horn Island, near the National Park ranger station, Horn Island W 7.5 min. quadrangle, Mississippi Sound, Mississippi. LAT/LONG: estimated for Horn Island, Mississippi.",gp_mid,-88.69,30.25,109
92525,col,,-88.687775,30.247778,"USGS Horn Island test hole, 61.4 ft (unit 3)",,,9,Holocene,,0.0117,0,31190,US,Mississippi,,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Located near the center of the Horn Island, near the National Park ranger station, Horn Island W 7.5 min. quadrangle, Mississippi Sound, Mississippi. LAT/LONG: estimated for Horn Island, Mississippi.",gp_mid,-88.69,30.25,109
92732,col,,46.633057,-25.19861,Andrahomana Cave (historical collections),,,30,Holocene,,0.0117,0,31261,MG,Toliara,,stated in text,seconds,outcrop,exact coordinate given by Burney et al. (2008),gp_mid,46.63,-25.2,702
92733,col,,46.633057,-25.19861,Andrahomana Cave (2002-2003 collections),,,72,Holocene,,0.0117,0,31261,MG,Toliara,,stated in text,seconds,outcrop,exact coordinate given by Burney et al. (2008),gp_mid,46.63,-25.2,702
92772,col,Michoud,-89.955276,30.054167,"Lake Carmel pit, 9.0-10.0 m [Michoud Fm]",,,18,Holocene,,0.0117,0,31288,US,Louisiana,Orleans,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Lake Carmel borrow pit, between Lake Carmel housing development on the E. and Jahncke Canal to the W., 0.5 km NE of the junction of Bullard Avenue and U.S. Interstate Highway 10 ib the outskirts of New Orleans, Louisiana. LAT/LONG: estimated for Lake Carmel, Louisiana.",gp_mid,-89.96,30.05,101
92773,col,Michoud,-89.955276,30.054167,"Lake Carmel pit, 7.5-9.0 m [Michoud Fm]",,,10,Holocene,,0.0117,0,31288,US,Louisiana,Orleans,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Lake Carmel borrow pit, between Lake Carmel housing development on the E. and Jahncke Canal to the W., 0.5 km NE of the junction of Bullard Avenue and U.S. Interstate Highway 10 ib the outskirts of New Orleans, Louisiana. LAT/LONG: estimated for Lake Carmel, Louisiana.",gp_mid,-89.96,30.05,101
92774,col,Michoud,-89.955276,30.054167,"Lake Carmel pit, 6.3-7.5 m [Michoud Fm]",,,23,Holocene,,0.0117,0,31288,US,Louisiana,Orleans,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Lake Carmel borrow pit, between Lake Carmel housing development on the E. and Jahncke Canal to the W., 0.5 km NE of the junction of Bullard Avenue and U.S. Interstate Highway 10 ib the outskirts of New Orleans, Louisiana. LAT/LONG: estimated for Lake Carmel, Louisiana.",gp_mid,-89.96,30.05,101
92775,col,,-89.955276,30.054167,"Lake Carmel pit, 6.0-6.3 m (New Orleans barrier trend)",,,31,Holocene,,0.0117,0,31288,US,Louisiana,Orleans,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Lake Carmel borrow pit, between Lake Carmel housing development on the E. and Jahncke Canal to the W., 0.5 km NE of the junction of Bullard Avenue and U.S. Interstate Highway 10 ib the outskirts of New Orleans, Louisiana. LAT/LONG: estimated for Lake Carmel, Louisiana.",gp_mid,-89.96,30.05,101
92776,col,,-89.955276,30.054167,"Lake Carmel pit, 4.5-6.0 m (New Orleans barrier trend)",,,136,Holocene,,0.0117,0,31288,US,Louisiana,Orleans,based on nearby landmark,seconds,outcrop,"SPECIFIC LOCATION: Lake Carmel borrow pit, between Lake Carmel housing development on the E. and Jahncke Canal to the W., 0.5 km NE of the junction of Bullard Avenue and U.S. Interstate Highway 10 ib the outskirts of New Orleans, Louisiana. LAT/LONG: estimated for Lake Carmel, Louisiana.",gp_mid,-89.96,30.05,101
92955,col,,-170.344727,57.177502,Qagnax Cave,,,5,Holocene,,0.0117,0,31408,US,Alaska,St. Paul Island,estimated from map,seconds,,"The cave is said to be in the ""central highlands"" of the island. Coordinates are approximate.",gp_mid,-170.34,57.18,123
93247,col,,-100.283333,36.233334,Lipscomb Bison Quarry,,,1,Holocene,,0.0117,0,31522,US,Texas,Lipscomb,stated in text,minutes,outcrop,"""sixteen miles north of Canadian, near Lipcomb... on the form of Mr. Commadore Hopper, on the north side of Sand Creek, a branch of Wolf Creek, which is tributary to the North Candian River... The quarry extended for a distance of approximately one hundred feet from north to south and twenty feet from east to west"" (coordinate based on Sand Creek)",gp_mid,-100.28,36.23,101
93248,col,,-109.433334,42.049999,Eden Bison Quarry,,,1,Holocene,,0.0117,0,31522,US,Wyoming,Sweetwater,based on nearby landmark,minutes,small collection,"""near Eden"" (basis of coordinate)",gp_mid,-109.43,42.05,101
93267,col,Luján,-60.384724,-37,Campo Laborde,,,11,Holocene,,0.0117,0,31534,AR,,,stated in text,seconds,small collection,,gp_mid,-60.38,-37,202
93335,col,,-151,65.349998,Lower Rampart Cave Unit A,,,1,Holocene,,0.0117,0,31581,US,Alaska,,based on nearby landmark,minutes,small collection,"""along the Porcupine River in northeastern Alaska... in the Lower Rampart region"" apparently close to ""Rampart canyon... 25 m above a scoured late-Pleistocene coulee, and ca. 45 m above the base level of the Porcupine River"" (coordinate based on Rampart Gorge)",gp_mid,-151,65.35,103
93336,col,,-151,65.349998,Lower Rampart Cave Unit A/B,,,1,Holocene,,0.0117,0,31581,US,Alaska,,based on nearby landmark,minutes,small collection,"""along the Porcupine River in northeastern Alaska... in the Lower Rampart region"" apparently close to ""Rampart canyon... 25 m above a scoured late-Pleistocene coulee, and ca. 45 m above the base level of the Porcupine River"" (coordinate based on Rampart Gorge)",gp_mid,-151,65.35,103
93337,col,,-151,65.349998,Lower Rampart Cave Unit B,,,2,Holocene,,0.0117,0,31581,US,Alaska,,based on nearby landmark,minutes,small collection,"""along the Porcupine River in northeastern Alaska... in the Lower Rampart region"" apparently close to ""Rampart canyon... 25 m above a scoured late-Pleistocene coulee, and ca. 45 m above the base level of the Porcupine River"" (coordinate based on Rampart Gorge)",gp_mid,-151,65.35,103
93338,col,,-151,65.349998,Lower Rampart Cave Unit Ba,,,1,Holocene,,0.0117,0,31581,US,Alaska,,based on nearby landmark,minutes,small collection,"""along the Porcupine River in northeastern Alaska... in the Lower Rampart region"" apparently close to ""Rampart canyon... 25 m above a scoured late-Pleistocene coulee, and ca. 45 m above the base level of the Porcupine River"" (coordinate based on Rampart Gorge)",gp_mid,-151,65.35,103
93340,col,,-151,65.349998,Lower Rampart Cave Unit D,,,3,Holocene,,0.0117,0,31581,US,Alaska,,based on nearby landmark,minutes,small collection,"""along the Porcupine River in northeastern Alaska... in the Lower Rampart region"" apparently close to ""Rampart canyon... 25 m above a scoured late-Pleistocene coulee, and ca. 45 m above the base level of the Porcupine River"" (coordinate based on Rampart Gorge)",gp_mid,-151,65.35,103
93375,col,,-106.400002,35.258331,Sandia Cave Unit J,,Topmost Level,7,Holocene,,0.0117,0,31597,US,New Mexico,Sandoval,stated in text,seconds,outcrop,"""35º15'30""N, 106º24'W... [a] natural solution tunnel 138 meters long and 2 to 4 meters in diameter [in] the Magdalena limestone of Pennsylvanian age. The mouth is in a nearly vertical cliff some 100 meters above the floor of Las Huertas Canyon in the Sandia Mountains"" (Haynes and Agogino 1986)",gp_mid,-106.4,35.26,101
94307,col,,-64.711502,32.348999,Fern Sink Cave (surface deposits),,Grand Canyon Cave,4,Holocene,,0.0117,0,32066,BM,,,stated in text,3,outcrop,"Ca. 200 m NE of N32°20’50.9” W64°42’46.0”. This cave system is entered through a great fault cleft in the Walsingham limestone that extends to the water table. In the subterranean part, on the SW side there is an extensive, steeply inclined, deposit of red soil talus. ",gp_mid,,,coordinates not computable using this model
94615,col,,-61.784,17.137501,Burma Quarry Fissure Filling,,,27,Holocene,,0.0117,0,32225,AG,,,estimated from map,4,small collection,"""The fissure was in an active working face of the quarry and was presumably but a remnant of a larger cave or crevice that has been quarried away""",gp_mid,-61.78,17.14,234
95825,col,,44.00222,-20.736111,Belo,,,1,Holocene,,0.0117,0,32540,MG,,,estimated from map,seconds,,near Belo,gp_mid,44,-20.74,702
95826,col,,43.560001,-23.065001,Ambolisatra,,Amboulisatre,3,Holocene,,0.0117,0,33266,MG,,,estimated from map,seconds,,,gp_mid,43.56,-23.07,702
96350,col,,112.87944,9.54,"Nanyong-1 core, Yongshu reef, 14.22-15.42 m",,,23,Holocene,,0.0117,0,27979,CN,,,stated in text,seconds,small collection,"situated in the northern part of Nansha Islands, South China Sea, Nanyong-1 core is 200 m from the western south edge of Yongshu reef",gp_mid,112.88,9.54,621
96351,col,,112.87944,9.54,"Nanyong-1 core, Yongshu reef, 11.42-14.22 m",,,19,Holocene,,0.0117,0,27979,CN,,,stated in text,seconds,small collection,"situated in the northern part of Nansha Islands, South China Sea, Nanyong-1 core is 200 m from the western south edge of Yongshu reef",gp_mid,112.88,9.54,621
96352,col,,112.87944,9.54,"Nanyong-1 core, Yongshu reef, 8.62-10.02 m",,,21,Holocene,,0.0117,0,27979,CN,,,stated in text,seconds,small collection,"situated in the northern part of Nansha Islands, South China Sea, Nanyong-1 core is 200 m from the western south edge of Yongshu reef",gp_mid,112.88,9.54,621
96353,col,,112.87944,9.54,"Nanyong-1 core, Yongshu reef, 5.82-7.22 m",,,13,Holocene,,0.0117,0,27979,CN,,,stated in text,seconds,small collection,"situated in the northern part of Nansha Islands, South China Sea, Nanyong-1 core is 200 m from the western south edge of Yongshu reef",gp_mid,112.88,9.54,621
96354,col,,112.87944,9.54,"Nanyong-1 core, Yongshu reef, 3.2-4.15 m",,,14,Holocene,,0.0117,0,27979,CN,,,stated in text,seconds,small collection,"situated in the northern part of Nansha Islands, South China Sea, Nanyong-1 core is 200 m from the western south edge of Yongshu reef",gp_mid,112.88,9.54,621
96355,col,,112.87944,9.54,"Nanyong-1 core, Yongshu reef, 0-3.2 m",,,15,Holocene,,0.0117,0,27979,CN,,,stated in text,seconds,small collection,"situated in the northern part of Nansha Islands, South China Sea, Nanyong-1 core is 200 m from the western south edge of Yongshu reef",gp_mid,112.88,9.54,621
